時間,小時,平均車速,交通量,週次,週次標註
8/4,21,78.85361593,8587,6,1
8/4,22,79.67180617,9080,6,1
8/4,23,80.28185734,9519,6,1
8/5,0,78.73085221,9270,0,0
8/5,1,78.98798733,9157,0,0
8/5,2,78.51615097,8823,0,0
8/5,3,78.54250585,8540,0,0
8/5,4,78.3188755,8715,0,0
8/5,5,78.40941562,8539,0,0
8/5,6,79.13484785,9596,0,0
8/5,7,78.65791081,9822,0,0
8/5,8,78.47815359,9727,0,0
8/5,9,78.3874867,10341,0,0
8/5,10,78.57348397,10356,0,0
8/5,11,78.8627321,10556,0,0
8/5,12,78.83227115,10356,0,0
8/5,13,78.63477179,10451,0,0
8/5,14,78.33184876,10553,0,0
8/5,15,78.40447456,10772,0,0
8/5,16,78.76222158,10371,0,0
8/5,17,78.63206578,9730,0,0
8/5,18,78.46994964,8935,0,0
8/5,19,78.41678808,8923,0,0
8/5,20,78.49388468,8585,0,0
8/5,21,78.44878049,8405,0,0
8/5,22,79.28651939,8872,0,0
8/5,23,79.94853651,9327,0,0
8/6,0,78.82074533,9043,1,0
8/6,1,79.05010649,8921,1,0
8/6,2,78.55839926,8596,1,0
8/6,3,78.56295939,8299,1,0
8/6,4,78.33612553,8476,1,0
8/6,5,78.42224895,8315,1,0
8/6,6,79.15585662,9374,1,0
8/6,7,78.651875,9600,1,0
8/6,8,78.45658116,9512,1,0
8/6,9,78.36689655,10150,1,0
8/6,10,78.56727452,10145,1,0
8/6,11,78.88420439,10294,1,0
8/6,12,78.87750271,10139,1,0
8/6,13,78.64830012,10236,1,0
8/6,14,78.29593606,10384,1,0
8/6,15,78.41347249,10540,1,0
8/6,16,78.79976397,10168,1,0
8/6,17,78.67289327,9529,1,0
8/6,18,78.46137931,8700,1,0
8/6,19,78.43830423,8704,1,0
8/6,20,78.51934363,8349,1,0
8/6,21,78.46355507,8163,1,0
8/6,22,79.35230164,8646,1,0
8/6,23,80.06283643,9103,1,0
8/7,0,78.95875821,8826,2,0
8/7,1,79.21766995,8738,2,0
8/7,2,78.71869783,8386,2,0
8/7,3,78.74746475,8086,2,0
8/7,4,78.50187175,8281,2,0
8/7,5,78.57257368,8109,2,0
8/7,6,79.30742472,9199,2,0
8/7,7,78.81170836,9395,2,0
8/7,8,78.60618756,9309,2,0
8/7,9,78.48656536,9937,2,0
8/7,10,78.681622,9963,2,0
8/7,11,79.0101618,10136,2,0
8/7,12,79.0044279,9937,2,0
8/7,13,78.7501739,10063,2,0
8/7,14,78.42701053,10159,2,0
8/7,15,78.50974527,10364,2,0
8/7,16,78.91287803,9986,2,0
8/7,17,78.82769363,9309,2,0
8/7,18,78.62444078,8494,2,0
8/7,19,78.57122675,8494,2,0
8/7,20,78.71098834,8145,2,0
8/7,21,78.63218679,7966,2,0
8/7,22,79.52200142,8454,2,0
8/7,23,80.22531418,8912,2,0
8/8,0,79.16746199,9011,3,0
8/8,1,79.43930376,8905,3,0
8/8,2,78.92244707,8549,3,0
8/8,3,78.93498002,8259,3,0
8/8,4,78.72837022,8449,3,0
8/8,5,78.78639604,8277,3,0
8/8,6,79.49732391,9342,3,0
8/8,7,79.01328035,9563,3,0
8/8,8,78.8061246,9470,3,0
8/8,9,78.6780198,10100,3,0
8/8,10,78.88549089,10104,3,0
8/8,11,79.16280654,10276,3,0
8/8,12,79.18095427,10102,3,0
8/8,13,78.97220591,10218,3,0
8/8,14,78.6061604,10324,3,0
8/8,15,78.71918134,10505,3,0
8/8,16,79.10186556,10131,3,0
8/8,17,78.99968318,9469,3,0
8/8,18,78.84776326,8651,3,0
8/8,19,78.80725676,8654,3,0
8/8,20,78.9078219,8310,3,0
8/8,21,78.88058049,8131,3,0
8/8,22,79.71111885,8616,3,0
8/8,23,80.38476799,9073,3,0
8/9,0,79.29263272,9230,4,0
8/9,1,79.51214708,9138,4,0
8/9,2,79.0620305,8786,4,0
8/9,3,79.09499706,8495,4,0
8/9,4,78.85085293,8676,4,0
8/9,5,78.94620625,8514,4,0
8/9,6,79.61292346,9564,4,0
8/9,7,79.12800573,9773,4,0
8/9,8,78.92510831,9694,4,0
8/9,9,78.80755448,10325,4,0
8/9,10,78.9994199,10343,4,0
8/9,11,79.28831144,10506,4,0
8/9,12,79.27605579,10324,4,0
8/9,13,79.05273756,10429,4,0
8/9,14,78.75256556,10524,4,0
8/9,15,78.80735143,10719,4,0
8/9,16,79.20096572,10355,4,0
8/9,17,79.13706265,9689,4,0
8/9,18,78.96456693,8890,4,0
8/9,19,78.930018,8888,4,0
8/9,20,79.05298324,8531,4,0
8/9,21,79.0096832,8365,4,0
8/9,22,79.82342954,8835,4,0
8/9,23,80.46575637,9301,4,0
8/10,0,79.12263741,9206,5,1
8/10,1,79.34870666,9085,5,1
8/10,2,78.92656662,8729,5,1
8/10,3,78.9207346,8440,5,1
8/10,4,78.69544031,8619,5,1
8/10,5,78.78941774,8467,5,1
8/10,6,79.48276949,9518,5,1
8/10,7,78.9676988,9721,5,1
8/10,8,78.80756477,9650,5,1
8/10,9,78.67854361,10272,5,1
8/10,10,78.86006992,10298,5,1
8/10,11,79.12210466,10491,5,1
8/10,12,79.16446088,10276,5,1
8/10,13,78.90858406,10403,5,1
8/10,14,78.60017123,10512,5,1
8/10,15,78.69030269,10704,5,1
8/10,16,79.08764284,10326,5,1
8/10,17,78.96957467,9663,5,1
8/10,18,78.80603594,8847,5,1
8/10,19,78.77811722,8838,5,1
8/10,20,78.88360348,8514,5,1
8/10,21,78.82750751,8325,5,1
8/10,22,79.66893578,8814,5,1
8/10,23,80.33167675,9256,5,1
8/11,0,79.35963805,9504,6,1
8/11,1,79.59908423,9391,6,1
8/11,2,79.13834254,9050,6,1
8/11,3,79.19758157,8766,6,1
8/11,4,78.96308725,8940,6,1
8/11,5,79.01943301,8748,6,1
8/11,6,79.67176039,9816,6,1
8/11,7,79.19928115,10016,6,1
8/11,8,79.00422238,9947,6,1
8/11,9,78.87555598,10567,6,1
8/11,10,79.06549475,10581,6,1
8/11,11,79.3378919,10749,6,1
8/11,12,79.34780963,10569,6,1
8/11,13,79.13363969,10663,6,1
8/11,14,78.79515275,10769,6,1
8/11,15,78.88241188,10979,6,1
8/11,16,79.27586532,10603,6,1
8/11,17,79.19385604,9961,6,1
8/11,18,79.05920909,9154,6,1
8/11,19,79.02974628,9144,6,1
8/11,20,79.1594137,8801,6,1
8/11,21,79.10867548,8622,6,1
8/11,22,79.88448011,9098,6,1
8/11,23,80.49359782,9528,6,1
8/12,0,79.17031734,9359,0,0
8/12,1,79.39157667,9260,0,0
8/12,2,78.99641858,8935,0,0
8/12,3,79.03048568,8627,0,0
8/12,4,78.78138479,8810,0,0
8/12,5,78.85938945,8648,0,0
8/12,6,79.52194519,9706,0,0
8/12,7,79.05530929,9926,0,0
8/12,8,78.8698881,9830,0,0
8/12,9,78.73453361,10442,0,0
8/12,10,78.92535319,10476,0,0
8/12,11,79.25577682,10646,0,0
8/12,12,79.21241393,10456,0,0
8/12,13,78.99241706,10550,0,0
8/12,14,78.66622939,10672,0,0
8/12,15,78.79622642,10865,0,0
8/12,16,79.15983216,10486,0,0
8/12,17,79.04990852,9838,0,0
8/12,18,78.89613125,9021,0,0
8/12,19,78.8794287,9032,0,0
8/12,20,78.95909667,8679,0,0
8/12,21,78.9295874,8507,0,0
8/12,22,79.73329621,8980,0,0
8/12,23,80.35602205,9432,0,0
8/13,0,79.11288036,9169,1,0
8/13,1,79.34531181,9044,1,0
8/13,2,78.84344535,8719,1,0
8/13,3,78.90486963,8399,1,0
8/13,4,78.66542664,8602,1,0
8/13,5,78.74668089,8436,1,0
8/13,6,79.44369464,9484,1,0
8/13,7,78.94355917,9727,1,0
8/13,8,78.76295835,9627,1,0
8/13,9,78.62597504,10256,1,0
8/13,10,78.81881024,10271,1,0
8/13,11,79.13087602,10445,1,0
8/13,12,79.13427596,10255,1,0
8/13,13,78.90123338,10378,1,0
8/13,14,78.56331836,10463,1,0
8/13,15,78.66591676,10668,1,0
8/13,16,79.03926523,10289,1,0
8/13,17,78.95142916,9656,1,0
8/13,18,78.80136132,8815,1,0
8/13,19,78.76137008,8817,1,0
8/13,20,78.84805195,8470,1,0
8/13,21,78.81229656,8295,1,0
8/13,22,79.63705728,8781,1,0
8/13,23,80.29171187,9218,1,0
8/14,0,79.03273612,9042,2,0
8/14,1,79.31676741,8934,2,0
8/14,2,78.83170618,8604,2,0
8/14,3,78.84546877,8309,2,0
8/14,4,78.59719273,8478,2,0
8/14,5,78.68585507,8321,2,0
8/14,6,79.39593963,9408,2,0
8/14,7,78.90410673,9594,2,0
8/14,8,78.72159091,9504,2,0
8/14,9,78.59818791,10154,2,0
8/14,10,78.7823089,10152,2,0
8/14,11,79.09562947,10342,2,0
8/14,12,79.10452618,10141,2,0
8/14,13,78.83613281,10240,2,0
8/14,14,78.53541104,10364,2,0
8/14,15,78.60577925,10555,2,0
8/14,16,79.04722086,10165,2,0
8/14,17,78.90547211,9521,2,0
8/14,18,78.73130385,8705,2,0
8/14,19,78.70051754,8695,2,0
8/14,20,78.78867337,8352,2,0
8/14,21,78.73637811,8167,2,0
8/14,22,79.58003005,8653,2,0
8/14,23,80.26810241,9101,2,0
8/15,0,79.44198289,9118,3,0
8/15,1,79.69891159,9004,3,0
8/15,2,79.26718084,8687,3,0
8/15,3,79.26162652,8386,3,0
8/15,4,79.02583587,8554,3,0
8/15,5,79.11103177,8403,3,0
8/15,6,79.77409129,9464,3,0
8/15,7,79.28256139,9651,3,0
8/15,8,79.0998749,9592,3,0
8/15,9,78.91462458,10202,3,0
8/15,10,79.13402968,10244,3,0
8/15,11,79.42407069,10411,3,0
8/15,12,79.45051295,10235,3,0
8/15,13,79.20297988,10336,3,0
8/15,14,78.83814918,10417,3,0
8/15,15,78.93226717,10630,3,0
8/15,16,79.34036321,10242,3,0
8/15,17,79.29634261,9597,3,0
8/15,18,79.12897708,8769,3,0
8/15,19,79.12350598,8785,3,0
8/15,20,79.24426755,8417,3,0
8/15,21,79.19621864,8251,3,0
8/15,22,80.00480934,8733,3,0
8/15,23,80.66931447,9190,3,0
8/16,0,79.19777969,9278,4,0
8/16,1,79.36442161,9146,4,0
8/16,2,78.96845927,8814,4,0
8/16,3,78.99964818,8527,4,0
8/16,4,78.74103036,8696,4,0
8/16,5,78.82930549,8524,4,0
8/16,6,79.51423209,9591,4,0
8/16,7,79.03677294,9817,4,0
8/16,8,78.84135802,9720,4,0
8/16,9,78.69316314,10341,4,0
8/16,10,78.89908257,10355,4,0
8/16,11,79.17813419,10537,4,0
8/16,12,79.21652972,10345,4,0
8/16,13,78.95877469,10479,4,0
8/16,14,78.63098165,10574,4,0
8/16,15,78.70052035,10762,4,0
8/16,16,79.1120308,10390,4,0
8/16,17,79.02222222,9720,4,0
8/16,18,78.87127159,8918,4,0
8/16,19,78.83241727,8915,4,0
8/16,20,78.91861007,8576,4,0
8/16,21,78.87659473,8387,4,0
8/16,22,79.7226228,8876,4,0
8/16,23,80.36903101,9319,4,0
8/17,0,79.23423227,9196,5,1
8/17,1,79.50725594,9096,5,1
8/17,2,79.04618016,8770,5,1
8/17,3,79.07919972,8447,5,1
8/17,4,78.83752463,8629,5,1
8/17,5,78.9374705,8476,5,1
8/17,6,79.6055171,9534,5,1
8/17,7,79.10301972,9736,5,1
8/17,8,78.91379489,9663,5,1
8/17,9,78.80118435,10301,5,1
8/17,10,78.96085859,10296,5,1
8/17,11,79.27337786,10480,5,1
8/17,12,79.28451964,10284,5,1
8/17,13,79.03403519,10401,5,1
8/17,14,78.69954303,10504,5,1
8/17,15,78.78649584,10693,5,1
8/17,16,79.18355289,10324,5,1
8/17,17,79.10712439,9671,5,1
8/17,18,78.9580791,8850,5,1
8/17,19,78.90745763,8850,5,1
8/17,20,79.02539981,8504,5,1
8/17,21,78.99255881,8332,5,1
8/17,22,79.80183653,8821,5,1
8/17,23,80.42511346,9254,5,1
8/18,0,79.08878007,9394,6,1
8/18,1,79.35582624,9277,6,1
8/18,2,78.876954,8956,6,1
8/18,3,78.91375318,8638,6,1
8/18,4,78.67259545,8827,6,1
8/18,5,78.7538426,8653,6,1
8/18,6,79.41870296,9699,6,1
8/18,7,78.93952832,9922,6,1
8/18,8,78.78766914,9829,6,1
8/18,9,78.65759052,10467,6,1
8/18,10,78.80805574,10477,6,1
8/18,11,79.11655405,10656,6,1
8/18,12,79.15187094,10476,6,1
8/18,13,78.92333113,10591,6,1
8/18,14,78.56870838,10661,6,1
8/18,15,78.69241392,10862,6,1
8/18,16,79.05222032,10494,6,1
8/18,17,78.93266985,9847,6,1
8/18,18,78.78693968,9035,6,1
8/18,19,78.7560031,9037,6,1
8/18,20,78.84409159,8691,6,1
8/18,21,78.79543851,8506,6,1
8/18,22,79.61256545,8977,6,1
8/18,23,80.25082089,9441,6,1
8/19,0,79.15326334,9239,0,0
8/19,1,79.38710737,9137,0,0
8/19,2,78.93476288,8814,0,0
8/19,3,78.97850347,8513,0,0
8/19,4,78.75333794,8688,0,0
8/19,5,78.808613,8522,0,0
8/19,6,79.50536626,9597,0,0
8/19,7,79.02561747,9798,0,0
8/19,8,78.82468602,9714,0,0
8/19,9,78.71936453,10323,0,0
8/19,10,78.89845111,10330,0,0
8/19,11,79.18846775,10527,0,0
8/19,12,79.18158939,10331,0,0
8/19,13,78.97340476,10453,0,0
8/19,14,78.65724583,10544,0,0
8/19,15,78.71553651,10736,0,0
8/19,16,79.12099644,10397,0,0
8/19,17,79.01121861,9716,0,0
8/19,18,78.86147624,8901,0,0
8/19,19,78.81835543,8902,0,0
8/19,20,78.90186916,8560,0,0
8/19,21,78.8720583,8371,0,0
8/19,22,79.69545095,8859,0,0
8/19,23,80.36615484,9313,0,0
8/20,0,79.05379026,9221,1,0
8/20,1,79.28557312,9108,1,0
8/20,2,78.8551732,8776,1,0
8/20,3,78.87320123,8478,1,0
8/20,4,78.65129983,8655,1,0
8/20,5,78.70424356,8507,1,0
8/20,6,79.40357479,9567,1,0
8/20,7,78.92195821,9764,1,0
8/20,8,78.74586777,9680,1,0
8/20,9,78.65327901,10308,1,0
8/20,10,78.83095861,10317,1,0
8/20,11,79.11627022,10510,1,0
8/20,12,79.12588635,10295,1,0
8/20,13,78.87211197,10431,1,0
8/20,14,78.54083571,10530,1,0
8/20,15,78.66101537,10735,1,0
8/20,16,79.04148936,10340,1,0
8/20,17,78.92667079,9696,1,0
8/20,18,78.77328072,8870,1,0
8/20,19,78.72677103,8879,1,0
8/20,20,78.83516999,8530,1,0
8/20,21,78.77493116,8353,1,0
8/20,22,79.61080897,8826,1,0
8/20,23,80.26981051,9288,1,0
8/21,0,79.09978933,9019,2,0
8/21,1,79.37034956,8897,2,0
8/21,2,78.86817545,8572,2,0
8/21,3,78.89721886,8270,2,0
8/21,4,78.65964995,8456,2,0
8/21,5,78.7644225,8303,2,0
8/21,6,79.44787439,9362,2,0
8/21,7,78.95401338,9568,2,0
8/21,8,78.77559844,9483,2,0
8/21,9,78.64313958,10116,2,0
8/21,10,78.84106614,10130,2,0
8/21,11,79.14675337,10303,2,0
8/21,12,79.14889415,10128,2,0
8/21,13,78.88803051,10226,2,0
8/21,14,78.56902227,10330,2,0
8/21,15,78.65529043,10519,2,0
8/21,16,79.06118829,10149,2,0
8/21,17,78.95736148,9475,2,0
8/21,18,78.78930383,8676,2,0
8/21,19,78.75968635,8672,2,0
8/21,20,78.86460209,8331,2,0
8/21,21,78.80088441,8141,2,0
8/21,22,79.65235553,8618,2,0
8/21,23,80.32513511,9067,2,0
8/22,0,79.2473223,9243,3,0
8/22,1,79.50536105,9140,3,0
8/22,2,79.04629208,8792,3,0
8/22,3,79.07319939,8511,3,0
8/22,4,78.82161788,8678,3,0
8/22,5,78.90089139,8526,3,0
8/22,6,79.5556252,9573,3,0
8/22,7,79.06853519,9776,3,0
8/22,8,78.89900031,9703,3,0
8/22,9,78.76441563,10336,3,0
8/22,10,78.97846243,10354,3,0
8/22,11,79.25419551,10547,3,0
8/22,12,79.27820861,10316,3,0
8/22,13,79.00937351,10455,3,0
8/22,14,78.72158014,10556,3,0
8/22,15,78.79014989,10741,3,0
8/22,16,79.16207862,10353,3,0
8/22,17,79.09461546,9713,3,0
8/22,18,78.9421562,8886,3,0
8/22,19,78.87304269,8877,3,0
8/22,20,79.01391325,8553,3,0
8/22,21,78.94409864,8354,3,0
8/22,22,79.81762712,8850,3,0
8/22,23,80.43762781,9291,3,0
8/23,0,79.233531,9275,4,0
8/23,1,79.48038466,9151,4,0
8/23,2,79.01122067,8823,4,0
8/23,3,79.08059037,8537,4,0
8/23,4,78.80811215,8703,4,0
8/23,5,78.90431629,8549,4,0
8/23,6,79.57151767,9620,4,0
8/23,7,79.06402036,9825,4,0
8/23,8,78.88600823,9720,4,0
8/23,9,78.73965467,10367,4,0
8/23,10,78.96934644,10374,4,0
8/23,11,79.2465156,10547,4,0
8/23,12,79.26312228,10345,4,0
8/23,13,78.99904343,10454,4,0
8/23,14,78.68447933,10573,4,0
8/23,15,78.77423256,10750,4,0
8/23,16,79.16008856,10388,4,0
8/23,17,79.07592726,9733,4,0
8/23,18,78.93574072,8917,4,0
8/23,19,78.88773226,8934,4,0
8/23,20,78.98214702,8570,4,0
8/23,21,78.94410012,8390,4,0
8/23,22,79.7541502,8855,4,0
8/23,23,80.41568333,9322,4,0
8/24,0,78.99350016,9231,5,1
8/24,1,79.25268699,9118,5,1
8/24,2,78.77263398,8770,5,1
8/24,3,78.79667414,8479,5,1
8/24,4,78.57921478,8660,5,1
8/24,5,78.66823474,8503,5,1
8/24,6,79.38020506,9558,5,1
8/24,7,78.87936508,9765,5,1
8/24,8,78.68864809,9690,5,1
8/24,9,78.60304382,10316,5,1
8/24,10,78.79687954,10319,5,1
8/24,11,79.04655813,10503,5,1
8/24,12,79.07241045,10330,5,1
8/24,13,78.87041306,10410,5,1
8/24,14,78.52028504,10525,5,1
8/24,15,78.71380628,10727,5,1
8/24,16,78.97265965,10351,5,1
8/24,17,78.8548171,9705,5,1
8/24,18,78.69638636,8883,5,1
8/24,19,78.67042127,8878,5,1
8/24,20,78.76451272,8527,5,1
8/24,21,78.71787509,8358,5,1
8/24,22,79.54316099,8839,5,1
8/24,23,80.2122093,9288,5,1
8/25,0,80.08699759,9529,6,1
8/25,1,80.3485684,9430,6,1
8/25,2,79.93058306,9090,6,1
8/25,3,79.9333409,8806,6,1
8/25,4,79.7299498,8965,6,1
8/25,5,79.83162801,8796,6,1
8/25,6,80.37317518,9864,6,1
8/25,7,79.89757359,10056,6,1
8/25,8,79.71641791,9983,6,1
8/25,9,79.5868664,10614,6,1
8/25,10,79.75094162,10620,6,1
8/25,11,79.91887387,10798,6,1
8/25,12,80.01371288,10574,6,1
8/25,13,79.77444382,10698,6,1
8/25,14,79.28589921,10815,6,1
8/25,15,79.53022327,11018,6,1
8/25,16,79.95281511,10639,6,1
8/25,17,79.68574287,9995,6,1
8/25,18,79.8343852,9190,6,1
8/25,19,79.67211329,9180,6,1
8/25,20,79.91772295,8836,6,1
8/25,21,79.90403049,8659,6,1
8/25,22,80.63552632,9120,6,1
8/25,23,81.20512284,9565,6,1
8/26,0,79.10387399,9396,0,0
8/26,1,79.35534252,9284,0,0
8/26,2,78.8883056,8953,0,0
8/26,3,78.91768928,8638,0,0
8/26,4,78.71074661,8840,0,0
8/26,5,78.78308951,8681,0,0
8/26,6,79.46982626,9727,0,0
8/26,7,78.97627664,9948,0,0
8/26,8,78.83966288,9848,0,0
8/26,9,78.68847293,10471,0,0
8/26,10,78.87695536,10484,0,0
8/26,11,79.1456165,10665,0,0
8/26,12,79.15296586,10486,0,0
8/26,13,78.93224343,10582,0,0
8/26,14,78.62056704,10687,0,0
8/26,15,78.71364263,10885,0,0
8/26,16,79.05964612,10512,0,0
8/26,17,78.97658388,9865,0,0
8/26,18,78.82354889,9062,0,0
8/26,19,78.78456947,9047,0,0
8/26,20,78.87192458,8698,0,0
8/26,21,78.83908046,8526,0,0
8/26,22,79.65505381,9013,0,0
8/26,23,80.26162976,9437,0,0
8/27,0,78.89418277,9214,1,0
8/27,1,79.13680281,9108,1,0
8/27,2,78.66845163,8777,1,0
8/27,3,78.72296261,8479,1,0
8/27,4,78.49821202,8669,1,0
8/27,5,78.54757419,8492,1,0
8/27,6,79.25737293,9562,1,0
8/27,7,78.78330264,9774,1,0
8/27,8,78.60983166,9683,1,0
8/27,9,78.49592154,10298,1,0
8/27,10,78.66740963,10319,1,0
8/27,11,78.98894501,10493,1,0
8/27,12,78.97556956,10315,1,0
8/27,13,78.74733813,10425,1,0
8/27,14,78.44523606,10527,1,0
8/27,15,78.48514759,10739,1,0
8/27,16,78.90009671,10340,1,0
8/27,17,78.80695778,9687,1,0
8/27,18,78.59292633,8878,1,0
8/27,19,78.5561058,8885,1,0
8/27,20,78.65067291,8545,1,0
8/27,21,78.59709728,8337,1,0
8/27,22,79.44553784,8841,1,0
8/27,23,80.11145845,9277,1,0
8/28,0,79.17169729,9144,2,0
8/28,1,79.43418142,9040,2,0
8/28,2,78.93252098,8699,2,0
8/28,3,79.0277414,8399,2,0
8/28,4,78.74394504,8588,2,0
8/28,5,78.83456057,8420,2,0
8/28,6,79.52044257,9490,2,0
8/28,7,79.01887182,9697,2,0
8/28,8,78.86120959,9590,2,0
8/28,9,78.64076818,10258,2,0
8/28,10,78.91923828,10240,2,0
8/28,11,79.20195627,10428,2,0
8/28,12,79.22851276,10227,2,0
8/28,13,78.97776704,10345,2,0
8/28,14,78.63927683,10454,2,0
8/28,15,78.72886927,10648,2,0
8/28,16,79.14932919,10286,2,0
8/28,17,79.02744568,9619,2,0
8/28,18,78.87542585,8806,2,0
8/28,19,78.83736788,8799,2,0
8/28,20,78.94629126,8453,2,0
8/28,21,78.89430403,8269,2,0
8/28,22,79.71580512,8744,2,0
8/28,23,80.38276836,9204,2,0
8/29,0,79.11326542,9129,3,0
8/29,1,79.3902412,9038,3,0
8/29,2,78.91004377,8682,3,0
8/29,3,78.95424759,8393,3,0
8/29,4,78.73327896,8582,3,0
8/29,5,78.79528964,8407,3,0
8/29,6,79.46490304,9488,3,0
8/29,7,78.99473576,9688,3,0
8/29,8,78.80491615,9601,3,0
8/29,9,78.67909428,10246,3,0
8/29,10,78.87198825,10210,3,0
8/29,11,79.15435661,10398,3,0
8/29,12,79.16614451,10214,3,0
8/29,13,78.923792,10327,3,0
8/29,14,78.5674588,10436,3,0
8/29,15,78.69154837,10637,3,0
8/29,16,79.0912455,10269,3,0
8/29,17,79.0089546,9604,3,0
8/29,18,78.81664958,8781,3,0
8/29,19,78.78861048,8780,3,0
8/29,20,78.88086771,8436,3,0
8/29,21,78.84187568,8253,3,0
8/29,22,79.69710493,8739,3,0
8/29,23,80.35310765,9187,3,0
8/30,0,79.21636384,8971,4,0
8/30,1,79.47058824,8857,4,0
8/30,2,78.98450886,8521,4,0
8/30,3,79.04163623,8214,4,0
8/30,4,78.79699964,8399,4,0
8/30,5,78.85660515,8236,4,0
8/30,6,79.57351363,9318,4,0
8/30,7,79.05981918,9512,4,0
8/30,8,78.85538592,9432,4,0
8/30,9,78.73869496,10084,4,0
8/30,10,78.91639425,10095,4,0
8/30,11,79.23615841,10277,4,0
8/30,12,79.25176284,10069,4,0
8/30,13,79.00491111,10181,4,0
8/30,14,78.67688564,10275,4,0
8/30,15,78.75675676,10471,4,0
8/30,16,79.18045931,10102,4,0
8/30,17,79.07360729,9442,4,0
8/30,18,78.9007306,8623,4,0
8/30,19,78.8716968,8628,4,0
8/30,20,78.97652753,8265,4,0
8/30,21,78.92855377,8090,4,0
8/30,22,79.77599907,8558,4,0
8/30,23,80.45342648,9018,4,0
8/31,0,78.76609569,8465,5,1
8/31,1,79.03876062,8359,5,1
8/31,2,78.50124844,8010,5,1
8/31,3,78.51271406,7708,5,1
8/31,4,78.27428354,7886,5,1
8/31,5,78.3494241,7727,5,1
8/31,6,79.17016449,8815,5,1
8/31,7,78.63029497,9018,5,1
8/31,8,78.44412127,8939,5,1
8/31,9,78.33803258,9576,5,1
8/31,10,78.53619862,9586,5,1
8/31,11,78.86352941,9775,5,1
8/31,12,78.85223475,9576,5,1
8/31,13,78.59768691,9684,5,1
8/31,14,78.25281129,9782,5,1
8/31,15,78.37633005,9962,5,1
8/31,16,78.76629869,9602,5,1
8/31,17,78.64033613,8925,5,1
8/31,18,78.42643976,8109,5,1
8/31,19,78.38832675,8104,5,1
8/31,20,78.4693299,7760,5,1
8/31,21,78.40134796,7567,5,1
8/31,22,79.3625093,8066,5,1
8/31,23,80.08959605,8516,5,1
9/1,0,79.03163208,8915,6,1
9/1,1,79.1774783,8756,6,1
9/1,2,78.75154321,8424,6,1
9/1,3,78.64767855,8163,6,1
9/1,4,78.57225087,8339,6,1
9/1,5,78.58665363,8182,6,1
9/1,6,79.37057427,9264,6,1
9/1,7,78.78951271,9440,6,1
9/1,8,78.58046344,9408,6,1
9/1,9,78.467779,10009,6,1
9/1,10,78.6924995,10026,6,1
9/1,11,79.11089303,10190,6,1
9/1,12,79.06879411,10059,6,1
9/1,13,78.7963622,10116,6,1
9/1,14,78.52007816,10235,6,1
9/1,15,78.58372562,10409,6,1
9/1,16,78.94630203,10019,6,1
9/1,17,78.81091806,9324,6,1
9/1,18,78.63130901,8579,6,1
9/1,19,78.58195665,8535,6,1
9/1,20,78.6568915,8184,6,1
9/1,21,78.62906643,8023,6,1
9/1,22,79.47843413,8532,6,1
9/1,23,80.16596029,8966,6,1
9/2,0,79.02487898,8883,0,0
9/2,1,79.1401398,8727,0,0
9/2,2,78.71955147,8383,0,0
9/2,3,78.63360374,8136,0,0
9/2,4,78.53758131,8302,0,0
9/2,5,78.59749047,8129,0,0
9/2,6,79.35266067,9227,0,0
9/2,7,78.78740324,9431,0,0
9/2,8,78.59925453,9390,0,0
9/2,9,78.46559151,9983,0,0
9/2,10,78.71015218,9988,0,0
9/2,11,79.13615808,10172,0,0
9/2,12,79.05429909,10037,0,0
9/2,13,78.78631715,10071,0,0
9/2,14,78.48640958,10191,0,0
9/2,15,78.56458915,10381,0,0
9/2,16,78.91215271,10006,0,0
9/2,17,78.78317013,9293,0,0
9/2,18,78.64377632,8548,0,0
9/2,19,78.59229233,8511,0,0
9/2,20,78.64556807,8168,0,0
9/2,21,78.61128487,7993,0,0
9/2,22,79.44426075,8468,0,0
9/2,23,80.15089686,8920,0,0
9/3,0,79.08695652,8832,1,0
9/3,1,79.22935146,8681,1,0
9/3,2,78.81414868,8340,1,0
9/3,3,78.74429224,8103,1,0
9/3,4,78.6471302,8241,1,0
9/3,5,78.67902608,8091,1,0
9/3,6,79.45604096,9179,1,0
9/3,7,78.86614678,9361,1,0
9/3,8,78.66234323,9329,1,0
9/3,9,78.54545455,9922,1,0
9/3,10,78.77028387,9934,1,0
9/3,11,79.19535114,10110,1,0
9/3,12,79.12765744,9972,1,0
9/3,13,78.85784021,10038,1,0
9/3,14,78.59071189,10142,1,0
9/3,15,78.61030051,10349,1,0
9/3,16,78.96991649,9939,1,0
9/3,17,78.85219649,9242,1,0
9/3,18,78.68310191,8498,1,0
9/3,19,78.67107438,8470,1,0
9/3,20,78.7237215,8115,1,0
9/3,21,78.70432813,7948,1,0
9/3,22,79.55164653,8442,1,0
9/3,23,80.25734219,8887,1,0
9/4,0,79.15812444,8936,2,0
9/4,1,79.33553456,8783,2,0
9/4,2,78.85353116,8425,2,0
9/4,3,78.77544288,8185,2,0
9/4,4,78.67716064,8354,2,0
9/4,5,78.73664915,8183,2,0
9/4,6,79.47727027,9261,2,0
9/4,7,78.91439153,9450,2,0
9/4,8,78.67769998,9426,2,0
9/4,9,78.57854789,10013,2,0
9/4,10,78.83923407,10027,2,0
9/4,11,79.22659857,10181,2,0
9/4,12,79.15613198,10062,2,0
