時間,小時,平均車速,交通量,週次,週次標註
7/5,5,77.94174419,8600,4,0
7/5,6,78.76218002,9688,4,0
7/5,7,78.25724124,9874,4,0
7/5,8,78.05736955,9831,4,0
7/5,9,78.08340532,10419,4,0
7/5,10,78.16109248,10435,4,0
7/5,11,78.51153846,10660,4,0
7/5,12,78.50483115,10453,4,0
7/5,13,78.27412907,10506,4,0
7/5,14,78.00885623,10614,4,0
7/5,15,78.19061638,10870,4,0
7/5,16,78.35158943,10444,4,0
7/5,17,78.27790828,9791,4,0
7/5,18,77.98694257,9037,4,0
7/5,19,78.01437807,8972,4,0
7/5,20,78.05665395,8649,4,0
7/5,21,77.95759717,8490,4,0
7/5,22,78.83687626,8938,4,0
7/5,23,79.50780006,9423,4,0
7/6,0,78.55019074,9175,5,1
7/6,1,78.69568106,9030,5,1
7/6,2,78.33690147,8688,5,1
7/6,3,78.20288473,8389,5,1
7/6,4,78.04010726,8577,5,1
7/6,5,78.02622523,8427,5,1
7/6,6,78.84775523,9511,5,1
7/6,7,78.31186895,9706,5,1
7/6,8,78.11890717,9663,5,1
7/6,9,78.11847233,10264,5,1
7/6,10,78.22260041,10283,5,1
7/6,11,78.57934074,10436,5,1
7/6,12,78.61288755,10289,5,1
7/6,13,78.33745891,10342,5,1
7/6,14,78.05891887,10489,5,1
7/6,15,78.26051128,10679,5,1
7/6,16,78.44012442,10288,5,1
7/6,17,78.37877373,9639,5,1
7/6,18,78.04460253,8856,5,1
7/6,19,78.11355894,8806,5,1
7/6,20,78.1484938,8465,5,1
7/6,21,78.0435987,8303,5,1
7/6,22,78.96180595,8771,5,1
7/6,23,79.65830992,9254,5,1
7/7,0,78.71779821,9029,6,1
7/7,1,78.91627385,8910,6,1
7/7,2,78.55261618,8543,6,1
7/7,3,78.42008744,8234,6,1
7/7,4,78.27087528,8443,6,1
7/7,5,78.23105695,8288,6,1
7/7,6,79.04824795,9389,6,1
7/7,7,78.52534031,9550,6,1
7/7,8,78.32461393,9519,6,1
7/7,9,78.29897111,10108,6,1
7/7,10,78.39513109,10146,6,1
7/7,11,78.76364164,10336,6,1
7/7,12,78.79012833,10130,6,1
7/7,13,78.50430444,10222,6,1
7/7,14,78.22015684,10329,6,1
7/7,15,78.40614043,10553,6,1
7/7,16,78.59525684,10162,6,1
7/7,17,78.58650903,9473,6,1
7/7,18,78.26297657,8708,6,1
7/7,19,78.29805915,8656,6,1
7/7,20,78.41029341,8316,6,1
7/7,21,78.27710401,8163,6,1
7/7,22,79.18432645,8626,6,1
7/7,23,79.8729706,9116,6,1
7/8,0,78.86184068,9214,0,0
7/8,1,79.04795425,9092,0,0
7/8,2,78.69028781,8721,0,0
7/8,3,78.5192262,8426,0,0
7/8,4,78.40942784,8634,0,0
7/8,5,78.35129717,8480,0,0
7/8,6,79.15477933,9562,0,0
7/8,7,78.64136447,9762,0,0
7/8,8,78.44729257,9714,0,0
7/8,9,78.40611354,10305,0,0
7/8,10,78.51357642,10312,0,0
7/8,11,78.82663747,10504,0,0
7/8,12,78.87325716,10328,0,0
7/8,13,78.65289256,10406,0,0
7/8,14,78.32172424,10509,0,0
7/8,15,78.53044289,10725,0,0
7/8,16,78.71247337,10326,0,0
7/8,17,78.67668082,9653,0,0
7/8,18,78.39824502,8889,0,0
7/8,19,78.44527363,8844,0,0
7/8,20,78.51186839,8510,0,0
7/8,21,78.42482643,8354,0,0
7/8,22,79.2842559,8816,0,0
7/8,23,79.95269834,9302,0,0
7/9,0,78.98805905,9212,1,0
7/9,1,79.1390816,9081,1,0
7/9,2,78.81358845,8728,1,0
7/9,3,78.66654804,8430,1,0
7/9,4,78.52468707,8628,1,0
7/9,5,78.50442373,8477,1,0
7/9,6,79.28608814,9553,1,0
7/9,7,78.75875886,9733,1,0
7/9,8,78.54300134,9709,1,0
7/9,9,78.52675537,10297,1,0
7/9,10,78.62095994,10334,1,0
7/9,11,78.96249762,10506,1,0
7/9,12,78.98479566,10326,1,0
7/9,13,78.71795612,10392,1,0
7/9,14,78.45574083,10495,1,0
7/9,15,78.60682645,10723,1,0
7/9,16,78.82182628,10327,1,0
7/9,17,78.81367876,9650,1,0
7/9,18,78.50157409,8894,1,0
7/9,19,78.55530423,8842,1,0
7/9,20,78.65198964,8494,1,0
7/9,21,78.54995208,8348,1,0
7/9,22,79.41842763,8802,1,0
7/9,23,80.07070598,9292,1,0
7/10,0,78.83342388,9203,2,0
7/10,1,78.98752759,9060,2,0
7/10,2,78.68361712,8692,2,0
7/10,3,78.51124598,8403,2,0
7/10,4,78.38529549,8596,2,0
7/10,5,78.3669269,8454,2,0
7/10,6,79.15220812,9533,2,0
7/10,7,78.6117235,9707,2,0
7/10,8,78.43720306,9682,2,0
7/10,9,78.41697489,10274,2,0
7/10,10,78.50067829,10320,2,0
7/10,11,78.80981362,10516,2,0
7/10,12,78.88747573,10300,2,0
7/10,13,78.59251419,10393,2,0
7/10,14,78.31921173,10504,2,0
7/10,15,78.51067599,10725,2,0
7/10,16,78.71100784,10329,2,0
7/10,17,78.68007464,9646,2,0
7/10,18,78.36905567,8874,2,0
7/10,19,78.42353475,8821,2,0
7/10,20,78.50470588,8500,2,0
7/10,21,78.38569543,8333,2,0
7/10,22,79.28302101,8805,2,0
7/10,23,79.94515677,9281,2,0
7/11,0,79.12917595,9429,3,0
7/11,1,79.29713732,9292,3,0
7/11,2,78.95935961,8932,3,0
7/11,3,78.85102938,8646,3,0
7/11,4,78.69182034,8839,3,0
7/11,5,78.65327329,8661,3,0
7/11,6,79.40297283,9755,3,0
7/11,7,78.89215884,9922,3,0
7/11,8,78.68061718,9916,3,0
7/11,9,78.6444021,10495,3,0
7/11,10,78.74294671,10527,3,0
7/11,11,79.06169954,10697,3,0
7/11,12,79.10660961,10515,3,0
7/11,13,78.84865376,10585,3,0
7/11,14,78.54218107,10692,3,0
7/11,15,78.73518112,10932,3,0
7/11,16,78.93951192,10531,3,0
7/11,17,78.93190109,9868,3,0
7/11,18,78.6686436,9105,3,0
7/11,19,78.72357364,9044,3,0
7/11,20,78.82910593,8713,3,0
7/11,21,78.72618908,8557,3,0
7/11,22,79.54775374,9015,3,0
7/11,23,80.17023521,9481,3,0
7/12,0,78.93509386,9429,4,0
7/12,1,79.07460761,9302,4,0
7/12,2,78.80069189,8961,4,0
7/12,3,78.67798176,8661,4,0
7/12,4,78.51982827,8851,4,0
7/12,5,78.49718423,8701,4,0
7/12,6,79.24440127,9779,4,0
7/12,7,78.74686717,9975,4,0
7/12,8,78.54581152,9932,4,0
7/12,9,78.50204781,10499,4,0
7/12,10,78.61437785,10544,4,0
7/12,11,78.97744221,10728,4,0
7/12,12,78.98158869,10537,4,0
7/12,13,78.69551282,10608,4,0
7/12,14,78.42558747,10724,4,0
7/12,15,78.63835616,10950,4,0
7/12,16,78.82781834,10547,4,0
7/12,17,78.79218544,9879,4,0
7/12,18,78.50944018,9110,4,0
7/12,19,78.57572751,9072,4,0
7/12,20,78.62558699,8731,4,0
7/12,21,78.54001165,8585,4,0
7/12,22,79.3853475,9036,4,0
7/12,23,80.00304814,9514,4,0
7/13,0,78.80808081,9306,5,1
7/13,1,78.96505024,9156,5,1
7/13,2,78.61551548,8817,5,1
7/13,3,78.49017763,8501,5,1
7/13,4,78.34627311,8707,5,1
7/13,5,78.31509412,8553,5,1
7/13,6,79.0979435,9628,5,1
7/13,7,78.58366392,9831,5,1
7/13,8,78.40359477,9792,5,1
7/13,9,78.36396917,10380,5,1
7/13,10,78.45878963,10410,5,1
7/13,11,78.8029631,10597,5,1
7/13,12,78.83926168,10402,5,1
7/13,13,78.56470364,10494,5,1
7/13,14,78.28552532,10584,5,1
7/13,15,78.4681402,10813,5,1
7/13,16,78.64756144,10416,5,1
7/13,17,78.63017206,9764,5,1
7/13,18,78.34383699,8981,5,1
7/13,19,78.39101703,8928,5,1
7/13,20,78.45431265,8591,5,1
7/13,21,78.35711746,8437,5,1
7/13,22,79.22454249,8907,5,1
7/13,23,79.86650304,9371,5,1
7/14,0,78.74557925,9331,6,1
7/14,1,78.93902174,9200,6,1
7/14,2,78.6039291,8857,6,1
7/14,3,78.46058624,8563,6,1
7/14,4,78.30468124,8737,6,1
7/14,5,78.28664495,8596,6,1
7/14,6,79.06557377,9699,6,1
7/14,7,78.5661526,9856,6,1
7/14,8,78.36998575,9822,6,1
7/14,9,78.35820609,10413,6,1
7/14,10,78.43311919,10429,6,1
7/14,11,78.77300094,10630,6,1
7/14,12,78.82009211,10422,6,1
7/14,13,78.53000572,10498,6,1
7/14,14,78.28695079,10629,6,1
7/14,15,78.44340057,10857,6,1
7/14,16,78.67461229,10446,6,1
7/14,17,78.60373889,9789,6,1
7/14,18,78.30628533,9021,6,1
7/14,19,78.35631415,8964,6,1
7/14,20,78.41880936,8634,6,1
7/14,21,78.31785967,8466,6,1
7/14,22,79.17366476,8931,6,1
7/14,23,79.84091876,9404,6,1
7/15,0,79.16918919,9250,0,0
7/15,1,79.35426501,9109,0,0
7/15,2,79.06592281,8783,0,0
7/15,3,78.89777149,8481,0,0
7/15,4,78.74131363,8663,0,0
7/15,5,78.72381846,8527,0,0
7/15,6,79.46674992,9609,0,0
7/15,7,78.94964176,9770,0,0
7/15,8,78.75381464,9765,0,0
7/15,9,78.67763795,10330,0,0
7/15,10,78.79805657,10394,0,0
7/15,11,79.11738555,10572,0,0
7/15,12,79.17711644,10383,0,0
7/15,13,78.91528017,10458,0,0
7/15,14,78.59354533,10535,0,0
7/15,15,78.77201928,10786,0,0
7/15,16,78.98515663,10375,0,0
7/15,17,79.01131687,9720,0,0
7/15,18,78.71207881,8933,0,0
7/15,19,78.79907855,8899,0,0
7/15,20,78.88594848,8540,0,0
7/15,21,78.78033099,8399,0,0
7/15,22,79.62774958,8865,0,0
7/15,23,80.27605393,9346,0,0
7/16,0,78.92225201,9325,1,0
7/16,1,79.02050611,9168,1,0
7/16,2,78.75056638,8828,1,0
7/16,3,78.629647,8527,1,0
7/16,4,78.45395114,8719,1,0
7/16,5,78.42973952,8561,1,0
7/16,6,79.22187662,9645,1,0
7/16,7,78.68929079,9842,1,0
7/16,8,78.50336597,9804,1,0
7/16,9,78.44997108,10374,1,0
7/16,10,78.56105293,10409,1,0
7/16,11,78.88242516,10589,1,0
7/16,12,78.94237418,10412,1,0
7/16,13,78.66374881,10510,1,0
7/16,14,78.37545978,10603,1,0
7/16,15,78.5400314,10829,1,0
7/16,16,78.75663759,10433,1,0
7/16,17,78.73543291,9748,1,0
7/16,18,78.46039163,8988,1,0
7/16,19,78.50206958,8939,1,0
7/16,20,78.57121283,8608,1,0
7/16,21,78.46391753,8439,1,0
7/16,22,79.34399551,8910,1,0
7/16,23,79.99477946,9386,1,0
7/17,0,78.93236031,9181,2,0
7/17,1,79.1203182,9051,2,0
7/17,2,78.79306783,8713,2,0
7/17,3,78.63790226,8390,2,0
7/17,4,78.50274116,8573,2,0
7/17,5,78.48656328,8447,2,0
7/17,6,79.25291339,9525,2,0
7/17,7,78.71194307,9696,2,0
7/17,8,78.5202563,9676,2,0
7/17,9,78.52027618,10283,2,0
7/17,10,78.5706791,10293,2,0
7/17,11,78.93952113,10483,2,0
7/17,12,78.97501701,10287,2,0
7/17,13,78.67942169,10375,2,0
7/17,14,78.39979014,10483,2,0
7/17,15,78.58566221,10699,2,0
7/17,16,78.78346113,10303,2,0
7/17,17,78.76291226,9642,2,0
7/17,18,78.47893845,8855,2,0
7/17,19,78.52220329,8805,2,0
7/17,20,78.61364173,8474,2,0
7/17,21,78.51616392,8321,2,0
7/17,22,79.38633004,8793,2,0
7/17,23,80.01166559,9258,2,0
7/18,0,78.80421075,9357,3,0
7/18,1,78.97991532,9211,3,0
7/18,2,78.62629563,8876,3,0
7/18,3,78.50666043,8558,3,0
7/18,4,78.32892185,8765,3,0
7/18,5,78.31915388,8604,3,0
7/18,6,79.08382429,9675,3,0
7/18,7,78.56582548,9867,3,0
7/18,8,78.3923703,9830,3,0
7/18,9,78.36034913,10426,3,0
7/18,10,78.4352401,10454,3,0
7/18,11,78.78645246,10644,3,0
7/18,12,78.85639162,10459,3,0
7/18,13,78.6040797,10540,3,0
7/18,14,78.28074967,10618,3,0
7/18,15,78.48678759,10861,3,0
7/18,16,78.65496796,10457,3,0
7/18,17,78.60794526,9792,3,0
7/18,18,78.32598338,9025,3,0
7/18,19,78.38171085,8978,3,0
7/18,20,78.44587241,8637,3,0
7/18,21,78.338723,8473,3,0
7/18,22,79.21295882,8936,3,0
7/18,23,79.85042962,9427,3,0
7/19,0,78.83462116,9318,4,0
7/19,1,78.98420995,9183,4,0
7/19,2,78.66715642,8848,4,0
7/19,3,78.5381465,8546,4,0
7/19,4,78.39864942,8737,4,0
7/19,5,78.35291375,8580,4,0
7/19,6,79.15196281,9680,4,0
7/19,7,78.63925272,9849,4,0
7/19,8,78.42550158,9819,4,0
7/19,9,78.40177196,10384,4,0
7/19,10,78.53152634,10404,4,0
7/19,11,78.84351756,10621,4,0
7/19,12,78.86190019,10420,4,0
7/19,13,78.62003044,10514,4,0
7/19,14,78.35100462,10601,4,0
7/19,15,78.48559557,10830,4,0
7/19,16,78.72238692,10457,4,0
7/19,17,78.66635964,9771,4,0
7/19,18,78.38305914,8996,4,0
7/19,19,78.42111732,8950,4,0
7/19,20,78.48277462,8621,4,0
7/19,21,78.39907769,8457,4,0
7/19,22,79.26056259,8923,4,0
7/19,23,79.92517802,9409,4,0
7/20,0,78.7693379,9334,5,1
7/20,1,78.92053484,9199,5,1
7/20,2,78.62053773,8852,5,1
7/20,3,78.47102127,8558,5,1
7/20,4,78.33169393,8743,5,1
7/20,5,78.28825375,8607,5,1
7/20,6,79.07453288,9687,5,1
7/20,7,78.56127526,9849,5,1
7/20,8,78.38396582,9829,5,1
7/20,9,78.39285371,10411,5,1
7/20,10,78.47071791,10433,5,1
7/20,11,78.79671053,10640,5,1
7/20,12,78.83446952,10415,5,1
7/20,13,78.55038023,10520,5,1
7/20,14,78.26018249,10631,5,1
7/20,15,78.46562989,10867,5,1
7/20,16,78.66602852,10447,5,1
7/20,17,78.6149208,9785,5,1
7/20,18,78.34077282,9006,5,1
7/20,19,78.37162614,8966,5,1
7/20,20,78.45695748,8631,5,1
7/20,21,78.34064638,8478,5,1
7/20,22,79.21432569,8935,5,1
7/20,23,79.85568652,9417,5,1
7/21,0,78.85105923,9252,6,1
7/21,1,79.02105956,9117,6,1
7/21,2,78.68088017,8771,6,1
7/21,3,78.53931523,8470,6,1
7/21,4,78.39630911,8670,6,1
7/21,5,78.39477078,8529,6,1
7/21,6,79.15037985,9609,6,1
7/21,7,78.63638224,9774,6,1
7/21,8,78.45217837,9755,6,1
7/21,9,78.42521512,10343,6,1
7/21,10,78.52373143,10366,6,1
7/21,11,78.86445013,10557,6,1
7/21,12,78.89673127,10371,6,1
7/21,13,78.58948578,10443,6,1
7/21,14,78.33892522,10551,6,1
7/21,15,78.51328009,10768,6,1
7/21,16,78.71615763,10379,6,1
7/21,17,78.68804213,9684,6,1
7/21,18,78.39103209,8943,6,1
7/21,19,78.45269434,8889,6,1
7/21,20,78.52880682,8557,6,1
7/21,21,78.41175069,8391,6,1
7/21,22,79.26981794,8843,6,1
7/21,23,79.93037975,9322,6,1
7/22,0,78.9285638,9365,0,0
7/22,1,79.09048598,9239,0,0
7/22,2,78.79644024,8877,0,0
7/22,3,78.65122774,8593,0,0
7/22,4,78.47810718,8770,0,0
7/22,5,78.45981936,8636,0,0
7/22,6,79.19377769,9707,0,0
7/22,7,78.68674699,9877,0,0
7/22,8,78.50690075,9854,0,0
7/22,9,78.48832089,10446,0,0
7/22,10,78.6050925,10486,0,0
7/22,11,78.91762613,10683,0,0
7/22,12,78.96346595,10456,0,0
7/22,13,78.66430193,10572,0,0
7/22,14,78.42403224,10669,0,0
7/22,15,78.58629558,10887,0,0
7/22,16,78.75539431,10474,0,0
7/22,17,78.74689599,9826,0,0
7/22,18,78.47466254,9038,0,0
7/22,19,78.48624262,8977,0,0
7/22,20,78.59139661,8671,0,0
7/22,21,78.47544459,8491,0,0
7/22,22,79.38753206,8967,0,0
7/22,23,79.9965035,9438,0,0
7/23,0,78.93961943,9407,1,0
7/23,1,79.12094682,9252,1,0
7/23,2,78.77654446,8919,1,0
7/23,3,78.69260204,8624,1,0
7/23,4,78.4863853,8814,1,0
7/23,5,78.49030471,8664,1,0
7/23,6,79.2430826,9758,1,0
7/23,7,78.71657269,9932,1,0
7/23,8,78.52625721,9883,1,0
7/23,9,78.48477908,10479,1,0
7/23,10,78.61123275,10505,1,0
7/23,11,78.93030643,10704,1,0
7/23,12,78.97853668,10483,1,0
7/23,13,78.68732261,10570,1,0
7/23,14,78.40623245,10686,1,0
7/23,15,78.57964764,10898,1,0
7/23,16,78.78395355,10507,1,0
7/23,17,78.75744033,9845,1,0
7/23,18,78.50247989,9073,1,0
7/23,19,78.5398142,9042,1,0
7/23,20,78.60780477,8687,1,0
7/23,21,78.51482827,8531,1,0
7/23,22,79.35871743,8982,1,0
7/23,23,80.01151368,9467,1,0
7/24,0,78.78562148,9236,2,0
7/24,1,78.97164835,9100,2,0
7/24,2,78.6252147,8733,2,0
7/24,3,78.49697975,8443,2,0
7/24,4,78.34436856,8639,2,0
7/24,5,78.33431361,8501,2,0
7/24,6,79.13318025,9581,2,0
7/24,7,78.59464999,9757,2,0
7/24,8,78.39911604,9729,2,0
7/24,9,78.40257602,10326,2,0
7/24,10,78.50357764,10342,2,0
7/24,11,78.80254414,10534,2,0
7/24,12,78.86566876,10355,2,0
7/24,13,78.62313827,10407,2,0
7/24,14,78.30006647,10531,2,0
7/24,15,78.51017563,10761,2,0
7/24,16,78.66483145,10353,2,0
7/24,17,78.62928188,9692,2,0
7/24,18,78.33568786,8919,2,0
7/24,19,78.40056433,8860,2,0
7/24,20,78.46696397,8521,2,0
7/24,21,78.36541677,8374,2,0
7/24,22,79.22512733,8835,2,0
7/24,23,79.90374504,9319,2,0
7/25,0,79.86569854,9434,3,0
7/25,1,80.03727976,9308,3,0
7/25,2,79.76018756,8957,3,0
7/25,3,79.60834967,8671,3,0
7/25,4,79.47745508,8849,3,0
7/25,5,79.47940635,8692,3,0
7/25,6,80.11089534,9784,3,0
7/25,7,79.59835076,9944,3,0
7/25,8,79.39253371,9938,3,0
7/25,9,79.33671919,10534,3,0
7/25,10,79.43607739,10544,3,0
7/25,11,79.65508893,10739,3,0
7/25,12,79.77264941,10508,3,0
7/25,13,79.49905732,10608,3,0
7/25,14,79.04068303,10717,3,0
7/25,15,79.37885704,10954,3,0
7/25,16,79.63459716,10550,3,0
7/25,17,79.42341523,9891,3,0
7/25,18,79.45183562,9125,3,0
7/25,19,79.37679241,9066,3,0
7/25,20,79.59763924,8726,3,0
7/25,21,79.52921964,8573,3,0
7/25,22,80.31453579,9026,3,0
7/25,23,80.8857173,9494,3,0
7/26,0,78.83124469,9416,4,0
7/26,1,79.00927124,9276,4,0
7/26,2,78.66804793,8929,4,0
7/26,3,78.52804552,8611,4,0
7/26,4,78.41524176,8831,4,0
7/26,5,78.37988247,8679,4,0
7/26,6,79.14783678,9754,4,0
7/26,7,78.63565891,9933,4,0
7/26,8,78.46457807,9895,4,0
7/26,9,78.4301804,10477,4,0
7/26,10,78.52213232,10505,4,0
7/26,11,78.8596524,10702,4,0
7/26,12,78.89637798,10519,4,0
7/26,13,78.61628566,10586,4,0
7/26,14,78.35731639,10702,4,0
7/26,15,78.53739815,10923,4,0
7/26,16,78.70294677,10520,4,0
7/26,17,78.68437595,9863,4,0
7/26,18,78.39997802,9098,4,0
7/26,19,78.434244,9041,4,0
7/26,20,78.5102909,8697,4,0
7/26,21,78.41481395,8546,4,0
7/26,22,79.26966167,9015,4,0
7/26,23,79.87909187,9470,4,0
7/27,0,78.58434057,9349,5,1
7/27,1,78.75065048,9224,5,1
7/27,2,78.40698198,8880,5,1
7/27,3,78.281301,8578,5,1
7/27,4,78.15681585,8781,5,1
7/27,5,78.09806197,8617,5,1
7/27,6,78.90512979,9708,5,1
7/27,7,78.3990482,9876,5,1
7/27,8,78.21286526,9856,5,1
7/27,9,78.23464491,10420,5,1
7/27,10,78.28788603,10459,5,1
7/27,11,78.65805543,10645,5,1
7/27,12,78.65701453,10464,5,1
7/27,13,78.39193931,10545,5,1
7/27,14,78.14488396,10643,5,1
7/27,15,78.28087412,10891,5,1
7/27,16,78.50310559,10465,5,1
7/27,17,78.46353157,9803,5,1
7/27,18,78.12634141,9039,5,1
7/27,19,78.17213388,8993,5,1
7/27,20,78.2446649,8669,5,1
7/27,21,78.13098326,8482,5,1
7/27,22,79.01159033,8973,5,1
7/27,23,79.68341815,9432,5,1
7/28,0,78.90999253,9377,6,1
7/28,1,79.0800173,9248,6,1
7/28,2,78.72984505,8906,6,1
7/28,3,78.63725148,8601,6,1
7/28,4,78.44826803,8805,6,1
7/28,5,78.44269689,8647,6,1
7/28,6,79.20371701,9739,6,1
7/28,7,78.6812954,9912,6,1
7/28,8,78.52200365,9862,6,1
7/28,9,78.4037196,10485,6,1
7/28,10,78.57861575,10475,6,1
7/28,11,78.89435696,10668,6,1
7/28,12,78.95225363,10472,6,1
7/28,13,78.675,10560,6,1
7/28,14,78.38346922,10671,6,1
7/28,15,78.5659512,10902,6,1
7/28,16,78.7820586,10512,6,1
7/28,17,78.73130081,9840,6,1
7/28,18,78.45668944,9074,6,1
7/28,19,78.50809672,9016,6,1
7/28,20,78.58177839,8682,6,1
7/28,21,78.47647542,8523,6,1
7/28,22,79.3091922,8975,6,1
7/28,23,79.95729838,9461,6,1
7/29,0,78.85449621,9230,0,0
7/29,1,79.04267222,9116,0,0
7/29,2,78.70235375,8752,0,0
7/29,3,78.56786474,8458,0,0
7/29,4,78.43878494,8658,0,0
7/29,5,78.39308398,8502,0,0
7/29,6,79.14937025,9607,0,0
7/29,7,78.65561355,9771,0,0
7/29,8,78.46233686,9731,0,0
7/29,9,78.43500967,10340,0,0
7/29,10,78.52802788,10329,0,0
7/29,11,78.84536474,10528,0,0
7/29,12,78.89229727,10334,0,0
7/29,13,78.62841792,10423,0,0
7/29,14,78.32447566,10537,0,0
7/29,15,78.51937552,10761,0,0
7/29,16,78.73269045,10370,0,0
7/29,17,78.7196493,9695,0,0
7/29,18,78.39941691,8918,0,0
7/29,19,78.45020864,8867,0,0
7/29,20,78.52290568,8535,0,0
7/29,21,78.43596177,8370,0,0
7/29,22,79.30707414,8835,0,0
7/29,23,79.96544694,9319,0,0
7/30,0,78.8712773,9066,1,0
7/30,1,79.04871766,8929,1,0
7/30,2,78.70827506,8580,1,0
7/30,3,78.57551957,8276,1,0
7/30,4,78.41572238,8472,1,0
7/30,5,78.38479097,8324,1,0
7/30,6,79.18571126,9434,1,0
7/30,7,78.64925995,9594,1,0
7/30,8,78.43312435,9570,1,0
7/30,9,78.40797878,10177,1,0
7/30,10,78.50240361,10193,1,0
7/30,11,78.86476868,10397,1,0
7/30,12,78.9082785,10183,1,0
7/30,13,78.6307947,10268,1,0
7/30,14,78.34282405,10361,1,0
7/30,15,78.53475633,10588,1,0
7/30,16,78.74278705,10190,1,0
7/30,17,78.70168067,9520,1,0
7/30,18,78.41143511,8745,1,0
7/30,19,78.4504194,8703,1,0
7/30,20,78.52890485,8355,1,0
7/30,21,78.4190755,8199,1,0
7/30,22,79.30239279,8651,1,0
7/30,23,79.98884026,9140,1,0
7/31,0,78.47966042,8481,2,0
7/31,1,78.65717022,8354,2,0
7/31,2,78.25847617,7993,2,0
7/31,3,78.07895421,7688,2,0
7/31,4,77.93592997,7882,2,0
7/31,5,77.90810392,7737,2,0
7/31,6,78.83882991,8854,2,0
7/31,7,78.25877922,9027,2,0
7/31,8,78.06739324,8992,2,0
7/31,9,78.06230465,9598,2,0
7/31,10,78.15763752,9617,2,0
7/31,11,78.53883742,9823,2,0
7/31,12,78.57059619,9611,2,0
7/31,13,78.26848891,9695,2,0
7/31,14,77.97705486,9806,2,0
7/31,15,78.18734405,10019,2,0
7/31,16,78.37880519,9625,2,0
7/31,17,78.32892525,8923,2,0
7/31,18,77.96384804,8160,2,0
7/31,19,78.02097471,8105,2,0
7/31,20,78.0800824,7767,2,0
7/31,21,77.94330439,7602,2,0
7/31,22,78.96076247,8079,2,0
7/31,23,79.69107685,8562,2,0
8/1,0,79.14742257,9137,3,0
8/1,1,79.41046099,9024,3,0
8/1,2,78.93036372,8688,3,0
8/1,3,78.95835819,8381,3,0
8/1,4,78.75288764,8571,3,0
8/1,5,78.79733904,8418,3,0
8/1,6,79.5060622,9485,3,0
8/1,7,78.9963828,9676,3,0
8/1,8,78.81878845,9591,3,0
8/1,9,78.67939453,10240,3,0
8/1,10,78.85072733,10243,3,0
8/1,11,79.16457154,10421,3,0
8/1,12,79.19458297,10227,3,0
8/1,13,78.95553407,10345,3,0
8/1,14,78.62773792,10455,3,0
8/1,15,78.7199098,10643,3,0
8/1,16,79.11531338,10259,3,0
8/1,17,79.02113043,9607,3,0
8/1,18,78.8538444,8792,3,0
8/1,19,78.79093084,8777,3,0
8/1,20,78.90875653,8428,3,0
8/1,21,78.86791768,8260,3,0
8/1,22,79.69717747,8751,3,0
8/1,23,80.36844966,9198,3,0
8/2,0,79.14754452,9265,4,0
8/2,1,79.37131309,9154,4,0
8/2,2,78.91493705,8817,4,0
8/2,3,78.9560517,8510,4,0
8/2,4,78.71873922,8693,4,0
8/2,5,78.82122315,8519,4,0
8/2,6,79.48651744,9605,4,0
8/2,7,78.99735261,9821,4,0
8/2,8,78.85128047,9723,4,0
8/2,9,78.69951784,10370,4,0
8/2,10,78.8782701,10359,4,0
8/2,11,79.18611269,10542,4,0
8/2,12,79.18819438,10351,4,0
8/2,13,78.93489708,10445,4,0
8/2,14,78.62659968,10549,4,0
8/2,15,78.719502,10763,4,0
8/2,16,79.11000867,10381,4,0
8/2,17,78.9993831,9726,4,0
8/2,18,78.85179372,8920,4,0
8/2,19,78.80983938,8903,4,0
8/2,20,78.91062886,8571,4,0
8/2,21,78.85528513,8382,4,0
8/2,22,79.65727859,8841,4,0
8/2,23,80.33046749,9305,4,0
8/3,0,79.12618229,9304,5,1
8/3,1,79.37883069,9202,5,1
8/3,2,78.93549842,8868,5,1
8/3,3,78.97494172,8580,5,1
8/3,4,78.74229403,8727,5,1
8/3,5,78.81977151,8578,5,1
8/3,6,79.51434787,9653,5,1
8/3,7,79.00558206,9853,5,1
8/3,8,78.84344262,9760,5,1
8/3,9,78.67814544,10396,5,1
8/3,10,78.88674166,10401,5,1
8/3,11,79.18797277,10576,5,1
8/3,12,79.18828855,10383,5,1
8/3,13,78.96346684,10511,5,1
8/3,14,78.66471698,10600,5,1
8/3,15,78.70288515,10814,5,1
8/3,16,79.09641213,10424,5,1
8/3,17,78.9907853,9767,5,1
8/3,18,78.84039706,8966,5,1
8/3,19,78.81140498,8961,5,1
8/3,20,78.89945431,8613,5,1
8/3,21,78.86211798,8442,5,1
8/3,22,79.66629277,8915,5,1
8/3,23,80.33432931,9371,5,1
8/4,0,79.1244332,9483,6,1
8/4,1,79.40829601,9378,6,1
8/4,2,78.88897507,9025,6,1
8/4,3,78.93514381,8727,6,1
8/4,4,78.69659894,8909,6,1
8/4,5,78.79924459,8737,6,1
8/4,6,79.46286472,9802,6,1
8/4,7,78.99079908,9999,6,1
8/4,8,78.80740143,9917,6,1
8/4,9,78.66710913,10547,6,1
8/4,10,78.88994217,10549,6,1
8/4,11,79.15411919,10706,6,1
8/4,12,79.15067843,10539,6,1
8/4,13,78.93590828,10641,6,1
8/4,14,78.623755,10743,6,1
8/4,15,78.68396528,10945,6,1
8/4,16,79.09451653,10559,6,1
8/4,17,78.98861576,9926,6,1
8/4,18,78.84025419,9127,6,1
8/4,19,78.79734911,9129,6,1
8/4,20,78.88496181,8771,6,1
